Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time (minutes),Genre,Rank,combined_text,cleaned_text,cluster
Satyajit Ray Ki Kahaniyan [Stories of Satyajit Ray],Satyajit Rai,5.0,1.0,668.0,"satyajit ray is well known for his contributions to indian literature. his short stories often explore the macabre and the supernatural and are often marked by keen characterization. this collection brings together ray’s best short stories - including such timeless gems as ‘professor hijibijbi’, ‘ratan babu aur veh admi’ and ‘bhakt’. a collection of 12 short stories.  ",492.0,Fiction Short Stories,9,"Satyajit Ray Ki Kahaniyan [Stories of Satyajit Ray] Satyajit Ray is well known for his contributions to Indian literature. His short stories often explore the macabre and the supernatural and are often marked by keen characterization. This collection brings together Ray’s best short stories - including such timeless gems as ‘Professor Hijibijbi’, ‘Ratan Babu aur Veh Admi’ and ‘Bhakt’. A collection of 12 short stories.  ",satyajit ray ki kahaniyan story satyajit ray satyajit ray well known contribution indian literature short story often explore macabre supernatural often marked keen characterization collection brings together ray best short story including timeless gem professor hijibijbi ratan babu aur veh admi bhakt collection short story,3
"The Book of Ichigo Ichie: The Art of Making the Most of Every Moment, the Japanese Way",Francesc Miralles,4.6,126.0,873.0,"learn to make every moment a once-in-a-lifetime experience with this definitive guide to the japanese art of ichigo ichie, from the best-selling authors of ikigai. ",200.0,Sustainable & Green Living,1,"The Book of Ichigo Ichie: The Art of Making the Most of Every Moment, the Japanese Way Learn to make every moment a once-in-a-lifetime experience with this definitive guide to the Japanese art of ichigo ichie, from the best-selling authors of Ikigai. ",book ichigo ichie art making every moment japanese way learn make every moment onceinalifetime experience definitive guide japanese art ichigo ichie bestselling author ikigai,3
HBR's 10 Must Reads on Leadership,Harvard Business Review,4.6,307.0,668.0,go from being a good manager to an extraordinary leader. ,378.0,Business Sales,3,HBR's 10 Must Reads on Leadership Go from being a good manager to an extraordinary leader. ,hbrs must read leadership go good manager extraordinary leader,3
The Four Agreements,don Miguel Ruiz,4.6,12536.0,501.0,"don miguel ruiz has dedicated his life to sharing the wisdom of the ancient toltec. for more than two decades, he has guided others toward their personal freedom. today, he continues to combine his unique blend of ancient wisdom and modern-day awareness through journeys to sacred sites around the world.",151.0,Other Religions,7,"The Four Agreements Don Miguel Ruiz has dedicated his life to sharing the wisdom of the ancient Toltec. For more than two decades, he has guided others toward their personal freedom. Today, he continues to combine his unique blend of ancient wisdom and modern-day awareness through journeys to sacred sites around the world.",four agreement miguel ruiz dedicated life sharing wisdom ancient toltec two decade guided others toward personal freedom today continues combine unique blend ancient wisdom modernday awareness journey sacred site around world,3
Common Stocks and Uncommon Profits,Philip A. Fisher,4.1,98.0,445.0,"
by completing your purchase you agree to audible’s  conditions of use, amazon's privacy notice and if applicable audible's recurring payment terms.
",175.0,Economics,5,"Common Stocks and Uncommon Profits 
By completing your purchase you agree to Audible’s  Conditions of Use, Amazon's Privacy Notice and if applicable Audible's Recurring Payment Terms.
",common stock uncommon profit completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,0
Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],Robert Maurer,4.4,101.0,668.0,"from the moment we step into this world, we are programmed and told to believe that any kind of 'change' is hard to effectuate. we are told that it is something which must be hard fought and doesn't come without a great deal of struggle. get ready to discard this antiquated understanding of life processes. ",310.0,Personal Success,100,"Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life] From the moment we step into this world, we are programmed and told to believe that any kind of 'change' is hard to effectuate. We are told that it is something which must be hard fought and doesn't come without a great deal of struggle. Get ready to discard this antiquated understanding of life processes. ",ek chota sa kadam aapki zindagi badal sakta hai one small step change life moment step world programmed told believe kind change hard effectuate told something must hard fought doesnt come without great deal struggle get ready discard antiquated understanding life process,3
Children of Time,Adrian Tchaikovsky,4.5,3726.0,873.0,adrian tchaikovksy's critically acclaimed stand-alone novel children of time is the epic story of humanity's battle for survival on a terraformed planet. ,991.0,First Contact Science Fiction,1,Children of Time Adrian Tchaikovksy's critically acclaimed stand-alone novel Children of Time is the epic story of humanity's battle for survival on a terraformed planet. ,child time adrian tchaikovksys critically acclaimed standalone novel child time epic story humanity battle survival terraformed planet,3
Private Party: Love in Times of Tinder,Shanaya Taneja,3.6,4.0,690.0,"you meet malini, the young woman who has it all! she is the hard-partying rich woman who enjoys the luxuries that her high finances afford her. with her overwhelming beauty in a life of leisure, she delves into each opportunity to fulfil herself. she plans big private parties that promise to be extra wild, where a very select audience is invited. ",1140.0,Adult Collections & Anthologies,7,"Private Party: Love in Times of Tinder You meet Malini, the young woman who has it all! She is the hard-partying rich woman who enjoys the luxuries that her high finances afford her. With her overwhelming beauty in a life of leisure, she delves into each opportunity to fulfil herself. She plans big private parties that promise to be extra wild, where a very select audience is invited. ",private party love time tinder meet malini young woman hardpartying rich woman enjoys luxury high finance afford overwhelming beauty life leisure delf opportunity fulfil plan big private party promise extra wild select audience invited,3
Agni Ki Udaan [Flight of Fire],A.P.J Abdul Kalam,4.6,578.0,668.0,"dr. kalam had a firm belief - that each one of us is born with the strength and potential to make a tangible change in the world. in agni ki udaan, dr. kalam recounts his own life journey and while doing so evokes in the listener the need to discover their inner fire and potential. ",431.0,Biographies of Science & Technology Leaders,4,"Agni Ki Udaan [Flight of Fire] Dr. Kalam had a firm belief - that each one of us is born with the strength and potential to make a tangible change in the world. In Agni Ki Udaan, Dr. Kalam recounts his own life journey and while doing so evokes in the listener the need to discover their inner fire and potential. ",agni ki udaan flight fire dr kalam firm belief one u born strength potential make tangible change world agni ki udaan dr kalam recount life journey evokes listener need discover inner fire potential,3
Eleven Minutes,Paulo Coelho,4.3,1168.0,5709.0," eventually, maria's despairing view of love is put to the test when she meets a handsome young painter. in this odyssey of self-discovery, maria has to choose between pursuing a path of darkness, 'sexual pleasure for its own sake', or risking everything to find her own 'inner light' and the possibility of sacred sex, sex in the context of love.",373.0,Contemporary Fiction,899,"Eleven Minutes  Eventually, Maria's despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darkness, 'sexual pleasure for its own sake', or risking everything to find her own 'inner light' and the possibility of sacred sex, sex in the context of love.",eleven minute eventually maria despairing view love put test meet handsome young painter odyssey selfdiscovery maria choose pursuing path darkness sexual pleasure sake risking everything find inner light possibility sacred sex sex context love,3
